region,location,plot,site_id,site_year,latitude,longitude,survey_year_num,n_survival,survival_rate,median_size_cm2,disturbance_state,population_type,n_growth,positive_growth_rate
Florida Keys,Carysfort Reef,CF3,Florida Keys.Carysfort Reef.CF3,Florida Keys.Carysfort Reef.CF3.2012,25.22289,-80.20956,2012,8,0.875,7528,Context-only pressure,Natural colony,6,0.16666666666666666
Florida Keys,Carysfort Reef,CF3,Florida Keys.Carysfort Reef.CF3,Florida Keys.Carysfort Reef.CF3.2013,25.22289,-80.20956,2013,8,1,5619.2,Context-only pressure,Natural colony,7,0.42857142857142855
Florida Keys,Carysfort Reef,CF3,Florida Keys.Carysfort Reef.CF3,Florida Keys.Carysfort Reef.CF3.2014,25.22289,-80.20956,2014,12,0.75,702.1,Context-only pressure,Natural colony,9,0.5555555555555556
Florida Keys,Carysfort Reef,CF3,Florida Keys.Carysfort Reef.CF3,Florida Keys.Carysfort Reef.CF3.2015,25.22289,-80.20956,2015,7,0.7142857142857143,4032,Context-only pressure,Natural colony,5,0.2
Florida Keys,Carysfort Reef,CF3,Florida Keys.Carysfort Reef.CF3,Florida Keys.Carysfort Reef.CF3.2016,25.22289,-80.20956,2016,4,1,4826.15,Acute baseline-exclusion,Natural colony,4,0.25
Florida Keys,Carysfort Reef,CF3,Florida Keys.Carysfort Reef.CF3,Florida Keys.Carysfort Reef.CF3.2017,25.22289,-80.20956,2017,5,0.8,459,Acute baseline-exclusion,Natural colony,3,0.6666666666666666
Florida Keys,Carysfort Reef,CF3,Florida Keys.Carysfort Reef.CF3,Florida Keys.Carysfort Reef.CF3.2018,25.22289,-80.20956,2018,4,1,2217.6,Context-only pressure,Natural colony,4,0.75
Florida Keys,Carysfort Reef,CF3,Florida Keys.Carysfort Reef.CF3,Florida Keys.Carysfort Reef.CF3.2019,25.22289,-80.20956,2019,4,0.75,2186.25,Context-only pressure,Natural colony,3,0.6666666666666666
Florida Keys,Carysfort Reef,CF3,Florida Keys.Carysfort Reef.CF3,Florida Keys.Carysfort Reef.CF3.2023,25.22289,-80.20956,2023,3,1,3750,Acute baseline-exclusion,Natural colony,3,0.6666666666666666
Florida Keys,Carysfort Reef,CF4,Florida Keys.Carysfort Reef.CF4,Florida Keys.Carysfort Reef.CF4.2011,25.222871,-80.209996,2011,14,1,815.875,Context-only pressure,Natural colony,14,0.35714285714285715
Florida Keys,Carysfort Reef,CF4,Florida Keys.Carysfort Reef.CF4,Florida Keys.Carysfort Reef.CF4.2012,25.222871,-80.209996,2012,15,0.9333333333333333,435.75,Context-only pressure,Natural colony,14,0.2857142857142857
Florida Keys,Carysfort Reef,CF4,Florida Keys.Carysfort Reef.CF4,Florida Keys.Carysfort Reef.CF4.2013,25.222871,-80.209996,2013,14,0.5,300.9,Context-only pressure,Natural colony,8,0.125
Florida Keys,Carysfort Reef,CF4,Florida Keys.Carysfort Reef.CF4,Florida Keys.Carysfort Reef.CF4.2014,25.222871,-80.209996,2014,5,0.4,90.25,Context-only pressure,Natural colony,2,0
Florida Keys,Carysfort Reef,CF4,Florida Keys.Carysfort Reef.CF4,Florida Keys.Carysfort Reef.CF4.2015,25.222871,-80.209996,2015,2,0.5,39,Context-only pressure,Natural colony,1,1
Florida Keys,Carysfort Reef,CF4,Florida Keys.Carysfort Reef.CF4,Florida Keys.Carysfort Reef.CF4.2016,25.222871,-80.209996,2016,1,1,108,Context-only pressure,Natural colony,1,1
Florida Keys,Carysfort Reef,CF4,Florida Keys.Carysfort Reef.CF4,Florida Keys.Carysfort Reef.CF4.2017,25.222871,-80.209996,2017,1,1,115.2,Acute baseline-exclusion,Natural colony,1,1
Florida Keys,Carysfort Reef,CF4,Florida Keys.Carysfort Reef.CF4,Florida Keys.Carysfort Reef.CF4.2018,25.222871,-80.209996,2018,1,0,117.6,Context-only pressure,Natural colony,NA,NA
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2004,25.142579,-80.258364,2004,1,0,960,Context-only pressure,Natural colony,NA,NA
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2005,25.142579,-80.258364,2005,12,1,10509,Acute baseline-exclusion,Natural colony,12,0.5
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2006,25.142579,-80.258364,2006,11,1,11340,Acute baseline-exclusion,Natural colony,11,0.09090909090909091
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2007,25.142579,-80.258364,2007,11,0.8181818181818182,720,Context-only pressure,Natural colony,9,0.7777777777777778
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2008,25.142579,-80.258364,2008,9,1,3094,Context-only pressure,Natural colony,9,0.7777777777777778
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2009,25.142579,-80.258364,2009,9,1,4300.5,Acute baseline-exclusion,Natural colony,9,0.6666666666666666
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2010,25.142579,-80.258364,2010,9,1,3630,Acute baseline-exclusion,Natural colony,9,0.4444444444444444
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2011,25.142579,-80.258364,2011,11,1,6037.5,Context-only pressure,Natural colony,10,0.7
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2012,25.142579,-80.258364,2012,12,0.9166666666666666,5778.8150000000005,Context-only pressure,Natural colony,11,0.7272727272727273
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2013,25.142579,-80.258364,2013,12,1,5554.55,Context-only pressure,Natural colony,12,0.4166666666666667
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2014,25.142579,-80.258364,2014,12,0.9166666666666666,5908.2,Context-only pressure,Natural colony,11,0.7272727272727273
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2015,25.142579,-80.258364,2015,12,1,5918.4,Context-only pressure,Natural colony,12,0.6666666666666666
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2016,25.142579,-80.258364,2016,11,1,7717.2,Acute baseline-exclusion,Natural colony,11,0.6363636363636364
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2017,25.142579,-80.258364,2017,12,1,7395.5,Acute baseline-exclusion,Natural colony,12,0.75
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2018,25.142579,-80.258364,2018,12,1,6779.375,Context-only pressure,Natural colony,12,0.3333333333333333
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2019,25.142579,-80.258364,2019,12,1,5038.4,Context-only pressure,Natural colony,12,0.9166666666666666
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2022,25.142579,-80.258364,2022,12,0.8333333333333334,6728.4,Acute baseline-exclusion,Natural colony,10,1
Florida Keys,Elbow Reef,EL1,Florida Keys.Elbow Reef.EL1,Florida Keys.Elbow Reef.EL1.2023,25.142579,-80.258364,2023,6,1,8904,Acute baseline-exclusion,Natural colony,6,0
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2004,25.142899,-80.258221,2004,1,0,678.6,Context-only pressure,Natural colony,NA,NA
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2005,25.142899,-80.258221,2005,11,1,3720,Acute baseline-exclusion,Natural colony,11,0.45454545454545453
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2006,25.142899,-80.258221,2006,11,1,4392.8,Acute baseline-exclusion,Natural colony,11,0
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2007,25.142899,-80.258221,2007,11,1,348,Context-only pressure,Natural colony,11,0.5454545454545454
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2008,25.142899,-80.258221,2008,11,1,272,Context-only pressure,Natural colony,11,0.6363636363636364
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2009,25.142899,-80.258221,2009,11,1,360,Acute baseline-exclusion,Natural colony,11,0.45454545454545453
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2010,25.142899,-80.258221,2010,11,1,542.5,Acute baseline-exclusion,Natural colony,11,0.7272727272727273
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2011,25.142899,-80.258221,2011,10,0.9,974.6,Context-only pressure,Natural colony,8,0.75
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2012,25.142899,-80.258221,2012,12,0.9166666666666666,937,Context-only pressure,Natural colony,11,0.8181818181818182
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2013,25.142899,-80.258221,2013,12,0.9166666666666666,908.6,Context-only pressure,Natural colony,11,0.36363636363636365
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2014,25.142899,-80.258221,2014,11,0.8181818181818182,560,Context-only pressure,Natural colony,9,0.6666666666666666
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2015,25.142899,-80.258221,2015,12,0.9166666666666666,782.5,Context-only pressure,Natural colony,11,0.45454545454545453
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2016,25.142899,-80.258221,2016,11,1,1220,Acute baseline-exclusion,Natural colony,10,0.2
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2017,25.142899,-80.258221,2017,12,0.8333333333333334,167.4,Acute baseline-exclusion,Natural colony,10,0.1
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2018,25.142899,-80.258221,2018,12,0.8333333333333334,100.3,Context-only pressure,Natural colony,10,0.5
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2019,25.142899,-80.258221,2019,12,0.75,64.35,Context-only pressure,Natural colony,9,0.6666666666666666
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2022,25.142899,-80.258221,2022,8,0.625,94.925,Acute baseline-exclusion,Natural colony,4,0.75
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2023,25.142899,-80.258221,2023,5,1,940.5,Acute baseline-exclusion,Natural colony,5,0.8
Florida Keys,Elbow Reef,EL2,Florida Keys.Elbow Reef.EL2,Florida Keys.Elbow Reef.EL2.2024,25.142899,-80.258221,2024,5,0.8,1325.25,Context-only pressure,Natural colony,4,0.75
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2005,25.143881,-80.257827,2005,12,0.8333333333333334,3261.875,Acute baseline-exclusion,Natural colony,10,0.6
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2006,25.143881,-80.257827,2006,11,0.9090909090909091,3840,Acute baseline-exclusion,Natural colony,10,0.1
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2007,25.143881,-80.257827,2007,10,1,1142.25,Context-only pressure,Natural colony,10,0.7
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2008,25.143881,-80.257827,2008,10,0.9,1214.8,Context-only pressure,Natural colony,9,0.6666666666666666
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2009,25.143881,-80.257827,2009,7,1,2829,Acute baseline-exclusion,Natural colony,7,0.8571428571428571
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2010,25.143881,-80.257827,2010,7,1,4000,Acute baseline-exclusion,Natural colony,7,0.7142857142857143
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2011,25.143881,-80.257827,2011,11,1,1207.5,Context-only pressure,Natural colony,11,0.6363636363636364
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2012,25.143881,-80.257827,2012,11,0.9090909090909091,1051.2,Context-only pressure,Natural colony,10,0.5
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2013,25.143881,-80.257827,2013,11,1,1365,Context-only pressure,Natural colony,11,0.18181818181818182
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2014,25.143881,-80.257827,2014,12,0.9166666666666666,883.35,Context-only pressure,Natural colony,11,0.6363636363636364
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2015,25.143881,-80.257827,2015,11,0.9090909090909091,681.45,Context-only pressure,Natural colony,10,0.3
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2016,25.143881,-80.257827,2016,10,0.8,450.90000000000003,Acute baseline-exclusion,Natural colony,8,0.375
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2017,25.143881,-80.257827,2017,10,0.8,1147.025,Acute baseline-exclusion,Natural colony,8,0.625
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2018,25.143881,-80.257827,2018,7,1,4140,Context-only pressure,Natural colony,7,0.2857142857142857
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2019,25.143881,-80.257827,2019,8,0.875,76,Context-only pressure,Natural colony,7,0.5714285714285714
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2022,25.143881,-80.257827,2022,7,1,50,Acute baseline-exclusion,Natural colony,7,0.7142857142857143
Florida Keys,Elbow Reef,EL3,Florida Keys.Elbow Reef.EL3,Florida Keys.Elbow Reef.EL3.2023,25.143881,-80.257827,2023,6,0,76.5,Acute baseline-exclusion,Natural colony,NA,NA
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2005,25.145086,-80.257301,2005,17,1,909.15,Acute baseline-exclusion,Natural colony,17,0.7058823529411765
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2006,25.145086,-80.257301,2006,10,1,1184,Acute baseline-exclusion,Natural colony,10,0.3
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2007,25.145086,-80.257301,2007,10,1,803.25,Context-only pressure,Natural colony,10,0.6
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2008,25.145086,-80.257301,2008,9,1,1152,Context-only pressure,Natural colony,9,0.6666666666666666
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2009,25.145086,-80.257301,2009,8,1,1660.3,Acute baseline-exclusion,Natural colony,8,0.625
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2010,25.145086,-80.257301,2010,6,1,5126.4,Acute baseline-exclusion,Natural colony,6,0.8333333333333334
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2011,25.145086,-80.257301,2011,10,1,2284.075,Context-only pressure,Natural colony,10,0.5
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2012,25.145086,-80.257301,2012,10,1,2633.875,Context-only pressure,Natural colony,10,0.6
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2013,25.145086,-80.257301,2013,10,0.9,797.4,Context-only pressure,Natural colony,9,0.4444444444444444
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2014,25.145086,-80.257301,2014,12,0.75,111,Context-only pressure,Natural colony,9,0.3333333333333333
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2015,25.145086,-80.257301,2015,9,0.8888888888888888,2197.65,Context-only pressure,Natural colony,8,0.75
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2016,25.145086,-80.257301,2016,6,1,5737,Acute baseline-exclusion,Natural colony,6,0.3333333333333333
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2017,25.145086,-80.257301,2017,6,0.8333333333333334,5051.55,Acute baseline-exclusion,Natural colony,5,0.4
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2018,25.145086,-80.257301,2018,6,0.8333333333333334,604.75,Context-only pressure,Natural colony,5,0
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2019,25.145086,-80.257301,2019,6,0.8333333333333334,202.6,Context-only pressure,Natural colony,5,0.6
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2022,25.145086,-80.257301,2022,2,0.5,169.825,Acute baseline-exclusion,Natural colony,1,1
Florida Keys,Elbow Reef,EL4,Florida Keys.Elbow Reef.EL4,Florida Keys.Elbow Reef.EL4.2023,25.145086,-80.257301,2023,3,1,1029.6,Acute baseline-exclusion,Natural colony,3,0.6666666666666666
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2005,25.145179,-80.257389,2005,12,1,521.325,Acute baseline-exclusion,Natural colony,12,1
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2006,25.145179,-80.257389,2006,5,0.8,1161,Acute baseline-exclusion,Natural colony,4,0.5
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2007,25.145179,-80.257389,2007,3,1,2392.5,Context-only pressure,Natural colony,3,0.6666666666666666
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2008,25.145179,-80.257389,2008,3,1,3209.6,Context-only pressure,Natural colony,3,1
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2009,25.145179,-80.257389,2009,3,1,3385.5,Acute baseline-exclusion,Natural colony,3,0.3333333333333333
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2010,25.145179,-80.257389,2010,3,1,3385.2,Acute baseline-exclusion,Natural colony,3,0.6666666666666666
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2011,25.145179,-80.257389,2011,5,1,267.3,Context-only pressure,Natural colony,5,0.4
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2012,25.145179,-80.257389,2012,5,0.8,342,Context-only pressure,Natural colony,4,0.5
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2013,25.145179,-80.257389,2013,5,1,1144,Context-only pressure,Natural colony,5,0.2
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2014,25.145179,-80.257389,2014,4,1,734.05,Context-only pressure,Natural colony,4,0.5
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2015,25.145179,-80.257389,2015,4,1,783.45,Context-only pressure,Natural colony,4,0
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2016,25.145179,-80.257389,2016,4,0.75,544.8,Acute baseline-exclusion,Natural colony,3,0.3333333333333333
Florida Keys,Elbow Reef,EL5,Florida Keys.Elbow Reef.EL5,Florida Keys.Elbow Reef.EL5.2017,25.145179,-80.257389,2017,3,0.3333333333333333,224.4,Acute baseline-exclusion,Natural colony,1,0
Florida Keys,FWY,NA,NA,NA,25.59047,-80.0956,2019,9,0.6666666666666666,15,Context-only pressure,Restoration fragment,717,0.8437935843793585
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2005,25.033886,-80.349365,2005,12,1,2229.15,Acute baseline-exclusion,Natural colony,12,0.3333333333333333
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2006,25.033886,-80.349365,2006,12,1,2119.05,Acute baseline-exclusion,Natural colony,12,0.16666666666666666
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2007,25.033886,-80.349365,2007,11,1,1701,Context-only pressure,Natural colony,11,0.36363636363636365
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2008,25.033886,-80.349365,2008,11,1,1248,Context-only pressure,Natural colony,11,0.6363636363636364
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2009,25.033886,-80.349365,2009,11,1,1320,Acute baseline-exclusion,Natural colony,11,0.7272727272727273
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2010,25.033886,-80.349365,2010,10,1,1986,Acute baseline-exclusion,Natural colony,10,0.5
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2011,25.033886,-80.349365,2011,12,1,915,Context-only pressure,Natural colony,11,0.7272727272727273
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2012,25.033886,-80.349365,2012,12,0.8333333333333334,952,Context-only pressure,Natural colony,10,0.7
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2013,25.033886,-80.349365,2013,12,1,1245.2,Context-only pressure,Natural colony,12,0.5833333333333334
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2014,25.033886,-80.349365,2014,12,1,1304.9,Context-only pressure,Natural colony,12,0.8333333333333334
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2015,25.033886,-80.349365,2015,12,1,1711.875,Context-only pressure,Natural colony,12,0.5
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2016,25.033886,-80.349365,2016,11,0.9090909090909091,1083,Acute baseline-exclusion,Natural colony,10,0.5
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2017,25.033886,-80.349365,2017,12,0.9166666666666666,814.4000000000001,Acute baseline-exclusion,Natural colony,11,0.45454545454545453
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2018,25.033886,-80.349365,2018,12,0.75,543.2,Context-only pressure,Natural colony,9,0.1111111111111111
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2019,25.033886,-80.349365,2019,12,1,214.6,Context-only pressure,Natural colony,11,0.6363636363636364
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2022,25.033886,-80.349365,2022,10,1,214.9,Acute baseline-exclusion,Natural colony,8,0.75
Florida Keys,French Reef,FR1,Florida Keys.French Reef.FR1,Florida Keys.French Reef.FR1.2023,25.033886,-80.349365,2023,11,0.18181818181818182,819,Acute baseline-exclusion,Natural colony,2,0.5
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2008,25.033681,-80.349545,2008,12,1,229.5,Context-only pressure,Natural colony,12,0.75
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2009,25.033681,-80.349545,2009,12,0.9166666666666666,274,Acute baseline-exclusion,Natural colony,11,0.8181818181818182
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2010,25.033681,-80.349545,2010,11,1,437.4,Acute baseline-exclusion,Natural colony,11,0.7272727272727273
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2011,25.033681,-80.349545,2011,11,1,550.8,Context-only pressure,Natural colony,11,0.5454545454545454
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2012,25.033681,-80.349545,2012,12,1,285.25,Context-only pressure,Natural colony,12,0.6666666666666666
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2013,25.033681,-80.349545,2013,12,1,343.8,Context-only pressure,Natural colony,12,0.5833333333333334
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2014,25.033681,-80.349545,2014,12,0.9166666666666666,249.4,Context-only pressure,Natural colony,12,0.5
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2015,25.033681,-80.349545,2015,11,0.9090909090909091,538.2,Context-only pressure,Natural colony,10,0.3
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2016,25.033681,-80.349545,2016,11,1,255,Context-only pressure,Natural colony,10,0.4
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2017,25.033681,-80.349545,2017,12,0.5833333333333334,48,Acute baseline-exclusion,Natural colony,7,0.2857142857142857
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2018,25.033681,-80.349545,2018,9,0.5555555555555556,10.5,Context-only pressure,Natural colony,5,0.6
Florida Keys,French Reef,FR2,Florida Keys.French Reef.FR2,Florida Keys.French Reef.FR2.2019,25.033681,-80.349545,2019,5,1,28.8,Context-only pressure,Natural colony,3,0.6666666666666666
