title,authors,year,journal,doi,wos_id
"Temporal changes in benthic assemblages on Florida Keys reefs 11 years after the 1997/1998 El Nino","Ruzicka, RR; Colella, MA; Colee, J","2013","MARINE ECOLOGY PROGRESS SERIES","","WOS:000323941000010"
"Scleractinian coral population size structures and growth rates indicate coral resilience on the fringing reefs of North Jamaica","Crabbe, MJC","2009","MARINE ENVIRONMENTAL RESEARCH","","WOS:000266904800004"
"Natural lesions and regeneration of ramets of Montastraea annularis (Scleractinia: Faviidae) in a degraded reef of the Colombian Caribbean","Alvarado, E; Acosta, A","2009","REVISTA DE BIOLOGIA TROPICAL","","WOS:000272168100004"
"Regeneration of artificial injuries on scleractinian corals and coral/algal competition for newly formed substrate","Titlyanov, EA; Titlyanova, TV; Bhagooli, R","2005","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","","WOS:000232257200003"
"Coral disease outbreak:: pattern, prevalence and transmission in Acropora cervicornis","Williams, DE; Miller, MW","2005","MARINE ECOLOGY PROGRESS SERIES","","WOS:000233569700010"
"Spatio-temporal coral disease dynamics in the Wakatobi Marine National Park, South-East Sulawesi, Indonesia","Haapkylä, J; Unsworth, RKF; Smith, DJ","2009","DISEASES OF AQUATIC ORGANISMS","","WOS:000272675600011"
"Pseudoalteromonas piratica strain OCN003 is a coral pathogen that causes a switch from chronic to acute Montipora white syndrome in Montipora capitata","Beurmann, S; Ushijima, B; Callahan, SM","2017","PLOS ONE","","WOS:000415378800112"
"The role of acoustics within the sensory landscape of coral larval settlement","Pysanczyn, JW; Williams, EA; Simpson, SD","2023","FRONTIERS IN MARINE SCIENCE","","WOS:001008591000001"
"EFFECTS OF AN UNUSUAL HIGH FREQUENCY PERIOD OF HURRICANES ON BENT OF CORAL REEFS","Alcolado, PM; Hernández-Muñoz, D; Hidalgo, G","2009","REVMAR-REVISTA CIENCIAS MARINAS Y COSTERAS","","WOS:000216652400004"
"The Use of Unoccupied Aerial Systems (UASs) for Quantifying Shallow Coral Reef Restoration Success in Belize","Peterson, EA; Carne, L; Schill, SR","2023","DRONES","","WOS:000977624800001"
"Coral rubble dynamics in the Anthropocene and implications for reef recovery","Kenyon, TM; Doropoulos, C; Mumby, PJ","2023","LIMNOLOGY AND OCEANOGRAPHY","","WOS:000897585500001"
"Coral Restoration Effectiveness: Multiregional Snapshots of the Long-Term Responses of Coral Assemblages to Restoration","Hein, MY; Beeden, R; Willis, BL","2020","DIVERSITY-BASEL","","WOS:000533906300027"
"Depth-related variation in regeneration of artificial lesions in the Caribbean corals Porites astreoides and Stephanocoenia michelinii","Nagelkerken, I; Meesters, EH; Bak, RPM","1999","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","","WOS:000078921000002"
"Coral larval aquaculture: Species-specific survival and microbial dynamics in flow-through systems","Ramsby, BD; Brunner, R; Wahab, MAA","2026","PLOS ONE","","WOS:001691382700026"
"Strategies for integrating sexually propagated corals into Caribbean reef restoration: experimental results and considerations","Henry, JA; O'Neil, KL; Patterson, JT","2021","CORAL REEFS","","WOS:000698962900026"
"Condition of remote reefs off southwest Cuba","Alcolado, PM; Morgan, IE; Hernández, M","2010","CIENCIAS MARINAS","","WOS:000279513600006"
"Education and Research: A Symbiosis to Better Understand a Novel Coral Disease","Soper, DM","2021","FRONTIERS IN MARINE SCIENCE","","WOS:000656853700001"
"Coral reefs and residents of the U S Virgin Islands A relationship of knowledge, outdoor activities and stewardship","Settar, C; Turner, T","2010","REVISTA DE BIOLOGIA TROPICAL","","WOS:000283967700017"
"Reef -scale trends in Florida Acropora spp. abundance and the effects of population enhancement","Miller, MW; Kerr, K; Williams, DE","2016","PEERJ","","WOS:000385572500003"
"Disease Prevalence and Snail Predation Associated with Swell-Generated Damage on the Threatened Coral, Acropora palmata (Lamarck)","Bright, AJ; Rogers, CS; Smith, TB","2016","FRONTIERS IN MARINE SCIENCE","","WOS:000457358000076"
"Growth dynamics in Acropora cervicornis and A. prolifera in southwest Puerto Rico","Weil, E; Hammerman, NM; Cruz-Motta, JJ","2020","PEERJ","","WOS:000512761400003"
"How Microbial Community Composition Regulates Coral Disease Development","Mao-Jones, J; Ritchie, KB; Ellner, SP","2010","PLOS BIOLOGY","","WOS:000278125400020"
"Onset of zooplanktivory and optimal water flow rates for prey capture in newly settled polyps of ten Caribbean coral species","Geertsma, RC; Wijgerde, T; Chamberland, VF","2022","CORAL REEFS","","WOS:000869228400001"
"Caribbean acroporid coral hybrids are viable across life history stages","Fogarty, ND","2012","MARINE ECOLOGY PROGRESS SERIES","","WOS:000301323600011"
"Temporal variability and impact of coral diseases and bleaching in La Parguera, Puerto Rico from 2003-2007","Weil, E; Croquer, A; Urreiztieta, I","2009","CARIBBEAN JOURNAL OF SCIENCE","","WOS:000207836900009"
"A rapid spread of the stony coral tissue loss disease outbreak in the Mexican Caribbean","Alvarez-Filip, L; Estrada-Saldívar, NA; González-Barrios, FJ","2019","PEERJ","","WOS:000498840000002"
"Delayed coral recovery in a warming ocean","Osborne, K; Thompson, AA; Sweatman, HPA","2017","GLOBAL CHANGE BIOLOGY","","WOS:000406812100036"
"Coral restoration - A systematic review of current methods, successes, failures and future directions","Boström-Einarsson, L; Babcock, RC; McLeod, IM","2020","PLOS ONE","","WOS:000534612400010"
"Resource Partitioning by Corallivorous Snails on Bonaire (Southern Caribbean)","Verboom, L; Hoeksema, BW","2023","DIVERSITY-BASEL","","WOS:000916936700001"
"Coral reef erosion: In situ measurement on different dead coral substrates on a Caribbean reef","Molina-Hernandez, A; Medellin-Maldonado, F; Alvarez-Filip, L","2022","LIMNOLOGY AND OCEANOGRAPHY","","WOS:000860410100001"
"Diseases in coral aquaculture: causes, implications and preventions","Sheridan, C; Kramarsky-Winter, E; Leal, MC","2013","AQUACULTURE","","WOS:000318553500020"
"Coral mass bleaching and reef temperatures at Navassa Island, 2006","Miller, MW; Piniak, GA; Williams, DE","2011","ESTUARINE COASTAL AND SHELF SCIENCE","","WOS:000286852100005"
"Chronic coral consumption by butterflyfishes","Cole, AJ; Lawton, RJ; Wilson, SK","2011","CORAL REEFS","","WOS:000286940800010"
"Age and intraspecific diversity of resilient Acropora communities in Belize","Irwin, A; Greer, L; Baums, IB","2017","CORAL REEFS","","WOS:000415691300009"
"Photosensitivity of the Bacterial Pigment Cycloprodigiosin Enables Settlement in Coral Larvae-Light as an Understudied Environmental Factor","Petersen, LE; Kellermann, MY; Schupp, PJ","2021","FRONTIERS IN MARINE SCIENCE","","WOS:000717781500001"
"Coral disease dynamics in the central Philippines","Kaczmarsky, LT","2006","DISEASES OF AQUATIC ORGANISMS","","WOS:000238280300002"
"Distribution and drivers of coral disease at Ningaloo reef, Indian Ocean","Onton, K; Page, CA; Armstrong, S","2011","MARINE ECOLOGY PROGRESS SERIES","","WOS:000292890400006"
"Palaeoecology of a Late Devonian back reef: Canning Basin, Western Australia","Wood, R","2000","PALAEONTOLOGY","","WOS:000165294500004"
"Composite Substrates Reveal Inorganic Material Cues for Coral Larval Settlement","Levenstein, MA; Marhaver, KL; Johnson, AJW","2022","ACS SUSTAINABLE CHEMISTRY & ENGINEERING","","WOS:000788853100016"
"Dynamics and patterns of algal colonization on mechanically damaged and dead colonies of the coral Porites lutea","Titlyanov, EA; Titlyanova, TV; Chapman, DJ","2008","BOTANICA MARINA","","WOS:000259002600006"
"EFFECTS OF MICROHABITAT CHARACTERISTICS ON THE SETTLEMENT AND RECRUITMENT OF A CORAL-REEF FISH AT 2 SPATIAL SCALES","TOLIMIERI, N","1995","OECOLOGIA","","WOS:A1995QY04600008"
"Inhibition of reef framework by frequent disturbance: examples from the Arabian Gulf, South Africa, and the Cayman Islands","Riegl, B","2001","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","","WOS:000173067900006"
"Massive hard coral loss after a severe bleaching event in 2010 at Los Rogues, Venezuela","Bastidas, C; Bone, D; Rodríguez, S","2012","REVISTA DE BIOLOGIA TROPICAL","","WOS:000322431600004"
"Coral Reef Restoration Techniques and Management Strategies in the Caribbean and Western Atlantic: A Quantitative Literature Review","Hodges, L; Hallock, P","2025","DIVERSITY-BASEL","","WOS:001515630500001"
"Impact of multiple disturbances on coral communities at a remote shallow reef in the South China Sea","Sumayed, SM; Tan, CH; Bachok, Z","2025","FRONTIERS IN MARINE SCIENCE","","WOS:001547509200001"
"Population shifts in two competing fish species on a degrading coral reef","Clarke, RD","1996","MARINE ECOLOGY PROGRESS SERIES","","WOS:A1996UY58800005"
"Hurricanes and Caribbean coral reefs: Impacts, recovery patterns, and role in long-term decline","Gardner, TA; Côté, IM; Watkinson, AR","2005","ECOLOGY","","WOS:000226791700018"
"Regeneration from injury and resource allocation in sponges and corals - A review","Henry, LA; Hart, M","2005","INTERNATIONAL REVIEW OF HYDROBIOLOGY","","WOS:000229397700001"
"Conservation of coral reefs through active restoration measures: Recent approaches and last decade progress","Rinkevich, B","2005","ENVIRONMENTAL SCIENCE & TECHNOLOGY","","WOS:000229724100007"
"Degradation of marine ecosystems and decline of fishery resources in marine protected areas in the US Virgin Islands","Rogers, CS; Beets, J","2001","ENVIRONMENTAL CONSERVATION","","WOS:000174843100004"
"A rapid assessment of coral reef community structure and diversity patterns at Naval Station Guantanamo Bay, Cuba","Chiappone, M; Sullivan-Sealey, K; Tschirky, J","2001","BULLETIN OF MARINE SCIENCE","","WOS:000172609000013"
"Variation in life-history traits of the corallivorous gastropod Coralliophila abbreviata on three coral hosts","Johnston, L; Miller, MW","2007","MARINE BIOLOGY","","WOS:000244454900018"
"The unprecedented loss of Florida's reef-building corals and the emergence of a novel coral-reef assemblage","Toth, LT; Stathakopoulos, A; Shinn, EA","2019","ECOLOGY","","WOS:000474914500001"
"Assessment of the effectiveness of natural coral fragmentation as a dispersal mechanism for coral reef-boring sponges","Nava, H; Carballo, JL","2016","MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE","","WOS:000385831800007"
"Assessing the effects of disease and bleaching on Florida Keys corals by fitting population models to data","Yee, SH; Santavy, DL; Barron, MG","2011","ECOLOGICAL MODELLING","","WOS:000288932000007"
"The recent collapse of a rapid phase-shift reversal on a Jamaican north coast coral reef after the 2005 bleaching event","Quinn, NJ; Kojis, BL","2008","REVISTA DE BIOLOGIA TROPICAL","","WOS:000266642200011"
"Tiling the reef - Exploring the first step of an ecological engineering tool that may promote phase-shift reversals in coral reefs","Rachmilovitz, EN; Rinkevich, B","2017","ECOLOGICAL ENGINEERING","","WOS:000404305300017"
"Predicting regeneration of physical damage on a reef-building coral by regeneration capacity and lesion shape","Meesters, EH; Pauchli, W; Bak, RPM","1997","MARINE ECOLOGY PROGRESS SERIES","","WOS:A1997WL39000010"
"Impact of Hurricane Irma on coral reef sediment redistribution at Looe Key Reef, Florida, USA","Yates, KK; Fehr, Z; Zawada, D","2024","OCEAN SCIENCE","","WOS:001235682600001"
"A 2018 epizootic of a tissue-loss disease in the Southwestern Gulf of Mexico: implications for coral health and conservation","Reyes-de-la-Puente, G; Jordán-Garza, AG; Rodríguez-Martínez, RE","2025","CORAL REEFS","","WOS:001434525300001"
